entity;pathway
PDPK1;SARS-CoV-1 targets host intracellular signalling and regulatory pathways
EEF1A1;Eukaryotic Translation Elongation
EEF1G;Eukaryotic Translation Elongation
EEF1B2;Eukaryotic Translation Elongation
EEF1D;Eukaryotic Translation Elongation
EEF2;Peptide chain elongation
ORC1;G1/S-Specific Transcription
TYMS;G1/S-Specific Transcription
DHFR;G1/S-Specific Transcription
POLA1;G1/S-Specific Transcription
CDT1;G1/S-Specific Transcription
FBXO5;G1/S-Specific Transcription
CCNA1;G1/S-Specific Transcription
TK1;G1/S-Specific Transcription
SYCE2;Meiotic synapsis
HSPA2;Meiotic synapsis
FKBP6;Meiotic synapsis
UBE2I;Meiotic synapsis
SYCE1;Meiotic synapsis
TEX12;Meiotic synapsis
SYCE3;Meiotic synapsis
SYCP1;Meiotic synapsis
LMNB1;Meiotic synapsis
SUN1;Meiotic synapsis
SYNE1;Meiotic synapsis
SYNE2;Meiotic synapsis
SUN2;Meiotic synapsis
SYCP2;Meiotic synapsis
SYCP3;Meiotic synapsis
PRDM9;Meiotic recombination
ATR;Meiotic synapsis
BRCA1;Meiotic synapsis
MSH5;Meiotic recombination
MSH4;Meiotic recombination
TOP3A;Meiotic recombination
BRCA2;Meiotic recombination
BLM;Meiotic recombination
CDK4;Meiotic recombination
CDK2;Meiotic recombination
MLH3;Meiotic recombination
MLH1;Meiotic recombination
RAD51;Meiotic recombination
DMC1;Meiotic recombination
ATM;Meiotic recombination
BRCA1;Meiotic recombination
SHQ1;Telomere Extension By Telomerase
H3-4;Inhibition of DNA recombination at telomere
H3-3A;Inhibition of DNA recombination at telomere
ATRX;Inhibition of DNA recombination at telomere
DAXX;Inhibition of DNA recombination at telomere
NPHS1;Nephrin family interactions
FYN;Nephrin family interactions
KIRREL1;Nephrin family interactions
CD2AP;Nephrin family interactions
WASL;Nephrin family interactions
IQGAP1;Nephrin family interactions
CASK;Nephrin family interactions
SKAP2;Signal regulatory protein family interactions
CD47;Signal regulatory protein family interactions
SIRPA;Signal regulatory protein family interactions
PTK2B;Signal regulatory protein family interactions
SIRPG;Signal regulatory protein family interactions
FYB1;Signal regulatory protein family interactions
DELE1;Cellular response to mitochondrial stress
EIF2AK1;Cellular response to mitochondrial stress
PGRMC2;Heme signaling
NR1D1;Circadian Clock
NR1D1;Heme signaling
HDAC3;Circadian Clock
HDAC3;Heme signaling
NCOR1;Circadian Clock
NCOR1;Heme signaling
XPO1;Heme signaling
LY96;Heme signaling
TLR4;Heme signaling
ALB;Heme biosynthesis
ALB;Heme degradation
ALB;Cytoprotection by HMOX1
STAB1;Scavenging by Class H Receptors
STAB2;Scavenging by Class H Receptors
ALB;Scavenging of heme from plasma
HPX;Scavenging of heme from plasma
LRP1;Scavenging of heme from plasma
AMBP;Scavenging of heme from plasma
CD163;Scavenging of heme from plasma
SSC5D;Scavenging by Class B Receptors
SCARF1;Scavenging by Class F Receptors
HSF1;HSF1 activation
PTGES3;HSF1 activation
SIRT1;Regulation of HSF1-mediated heat shock response
CCAR2;Regulation of HSF1-mediated heat shock response
HIKESHI;Regulation of HSF1-mediated heat shock response
HSF1;Regulation of HSF1-mediated heat shock response
MAFK;Regulation of NFE2L2 gene expression
MAP1LC3B;KEAP1-NFE2L2 pathway
SQSTM1;KEAP1-NFE2L2 pathway
SQSTM1;Nuclear events mediated by NFE2L2
MAFG;Nuclear events mediated by NFE2L2
NFE2L2;Neddylation
UBXN7;Neddylation
UBXN7;KEAP1-NFE2L2 pathway
NEDD8;Neddylation
UBE2M;Neddylation
CAND1;Neddylation
NEDD8;UCH proteinases
UBE2F;Neddylation
MAFK;NFE2L2 regulating MDR associated enzymes
ABCG2;NFE2L2 regulating MDR associated enzymes
ABCC3;NFE2L2 regulating MDR associated enzymes
ABCC1;NFE2L2 regulating MDR associated enzymes
ABCF2;NFE2L2 regulating MDR associated enzymes
MAFK;NFE2L2 regulating ER-stress associated genes
ATF4;NFE2L2 regulating ER-stress associated genes
ATF4;Response of EIF2AK1 (HRI) to heme deficiency
ATF4;Response of EIF2AK4 (GCN2) to amino acid deficiency
ATF4;PERK regulates gene expression
EIF2AK3;PERK regulates gene expression
ATF2;Response of EIF2AK4 (GCN2) to amino acid deficiency
DDIT3;Response of EIF2AK1 (HRI) to heme deficiency
DDIT3;Response of EIF2AK4 (GCN2) to amino acid deficiency
ASNS;Response of EIF2AK1 (HRI) to heme deficiency
ASNS;ATF4 activates genes in response to endoplasmic reticulum  stress
ASNS;Response of EIF2AK4 (GCN2) to amino acid deficiency
TRIB3;Response of EIF2AK1 (HRI) to heme deficiency
TRIB3;Response of EIF2AK4 (GCN2) to amino acid deficiency
CEBPB;Response of EIF2AK4 (GCN2) to amino acid deficiency
ATF3;ATF4 activates genes in response to endoplasmic reticulum  stress
ATF3;Response of EIF2AK4 (GCN2) to amino acid deficiency
IMPACT;Response of EIF2AK4 (GCN2) to amino acid deficiency
MAFK;Nuclear events mediated by NFE2L2
NFE2L2;Nuclear events mediated by NFE2L2
CDKN2A;Nuclear events mediated by NFE2L2
MAFG;NFE2L2 regulates pentose phosphate pathway genes
SP1;NFE2L2 regulating tumorigenic genes
MAFK;NFE2L2 regulating tumorigenic genes
BCL2;NFE2L2 regulating tumorigenic genes
NOTCH1;NFE2L2 regulating tumorigenic genes
EGF;NFE2L2 regulating tumorigenic genes
AREG;NFE2L2 regulating tumorigenic genes
PDGFA;NFE2L2 regulating tumorigenic genes
BCL2L1;NFE2L2 regulating tumorigenic genes
PDK2;Regulation of pyruvate dehydrogenase (PDH) complex
KEAP1;Nuclear events mediated by NFE2L2
ATF4;NFE2L2 regulating anti-oxidant/detoxification enzymes
MAFK;NFE2L2 regulating anti-oxidant/detoxification enzymes
TXNRD1;NFE2L2 regulating anti-oxidant/detoxification enzymes
TXN;NFE2L2 regulating anti-oxidant/detoxification enzymes
SLC7A11;NFE2L2 regulating anti-oxidant/detoxification enzymes
GCLM;NFE2L2 regulating anti-oxidant/detoxification enzymes
GCLC;NFE2L2 regulating anti-oxidant/detoxification enzymes
SOD3;NFE2L2 regulating anti-oxidant/detoxification enzymes
SMDT1;Processing of SMDT1
MCUB;Processing of SMDT1
MCU;Processing of SMDT1
MICU1;Processing of SMDT1
CFTR;ABC-family proteins mediated transport
ABCF1;ABC-family proteins mediated transport
RHO;Inactivation, recovery and regulation of the phototransduction cascade
SAG;Inactivation, recovery and regulation of the phototransduction cascade
RHO;Activation of the phototransduction cascade
RHO;The canonical retinoid cycle in rods (twilight vision)
RLBP1;The canonical retinoid cycle in rods (twilight vision)
RBP1;The canonical retinoid cycle in rods (twilight vision)
STRA6;The canonical retinoid cycle in rods (twilight vision)
SLC5A2;Cellular hexose transport
SLC25A4;Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane
ARL2BP;Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane
FABP6;Recycling of bile acids and salts
NR1H4;Recycling of bile acids and salts
SLC12A3;Cation-coupled Chloride cotransporters
APOB;VLDL assembly,VLDL biosynthesis
APOC4;VLDL assembly,VLDL biosynthesis
APOC1;VLDL assembly,VLDL biosynthesis
APOA1;HDL assembly
APOB;Chylomicron assembly
APOA4;Chylomicron assembly
APOA2;Chylomicron assembly
APOA1;Chylomicron assembly
LPA;LDL remodeling
LCAT;HDL remodeling
ALB;HDL remodeling
APOC2;HDL remodeling
APOC3;HDL remodeling
APOE;HDL remodeling
GPIHBP1;Assembly of active LPL and LIPC lipase complexes
APOE;Chylomicron remodeling
LPL;Assembly of active LPL and LIPC lipase complexes
CREB3L3;Assembly of active LPL and LIPC lipase complexes
ANGPTL8;Assembly of active LPL and LIPC lipase complexes
ANGPTL3;Assembly of active LPL and LIPC lipase complexes
LDLR;Chylomicron clearance
LDLR;LDL clearance
APOA1;HDL clearance
HDLBP;HDL clearance
VLDLR;VLDL clearance
VLDLR;VLDLR internalisation and degradation
PCSK9;VLDLR internalisation and degradation
NPC1;LDL clearance
NPC2;LDL clearance
PCSK9;LDL clearance
DMTN;Miscellaneous transport and binding events
PIP;Miscellaneous transport and binding events
AZGP1;Miscellaneous transport and binding events
ANO1;Stimuli-sensing channels
TRPV1;TRP channels
NAT1;Acetylation
NAT2;Acetylation
PODXL2;Cytosolic sulfonation of small molecules
STAT3;Cytoprotection by HMOX1
HMOX1;Regulation of HMOX1 expression and activity
CCL2;NFE2L2 regulating inflammation associated genes
MAFK;NFE2L2 regulating inflammation associated genes
STIP1;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,HSP90 chaperone cycle for SHRs
PTGES3;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,HSP90 chaperone cycle for SHRs
FKBP4;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,HSP90 chaperone cycle for SHRs
FKBP5;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,HSP90 chaperone cycle for SHRs
STAR;Pregnenolone biosynthesis
CREB3L1;CREB3 factors activate genes
CREB3;CREB3 factors activate genes
CREBRF;CREB3 factors activate genes
ATF6;ATF6 (ATF6-alpha) activates chaperones
CREB3L4;CREB3 factors activate genes
CREB3L3;CREB3 factors activate genes
CREB3L2;CREB3 factors activate genes
ATF6B;ATF6B (ATF6-beta) activates chaperones
CXCL8;ATF4 activates genes in response to endoplasmic reticulum  stress
IGFBP1;ATF4 activates genes in response to endoplasmic reticulum  stress
DDIT3;ATF6 (ATF6-alpha) activates chaperone genes
DDIT3;ATF4 activates genes in response to endoplasmic reticulum  stress
CCL2;ATF4 activates genes in response to endoplasmic reticulum  stress
HERPUD1;ATF4 activates genes in response to endoplasmic reticulum  stress
ERN1;IRE1alpha activates chaperones
PDIA6;XBP1(S) activates chaperone genes
CTDSP2;XBP1(S) activates chaperone genes
HYOU1;XBP1(S) activates chaperone genes
ARFGAP1;XBP1(S) activates chaperone genes
LMNA;XBP1(S) activates chaperone genes
EXTL2;XBP1(S) activates chaperone genes
PLA2G4B;XBP1(S) activates chaperone genes
SHC1;XBP1(S) activates chaperone genes
ACADVL;XBP1(S) activates chaperone genes
SEC31A;XBP1(S) activates chaperone genes
KDELR3;XBP1(S) activates chaperone genes
CUL7;XBP1(S) activates chaperone genes
PDIA5;XBP1(S) activates chaperone genes
ZBTB17;XBP1(S) activates chaperone genes
TSPYL2;XBP1(S) activates chaperone genes
ATP6V0D1;XBP1(S) activates chaperone genes
DNAJB9;XBP1(S) activates chaperone genes
SRPRB;XBP1(S) activates chaperone genes
FKBP14;XBP1(S) activates chaperone genes
KLHDC3;XBP1(S) activates chaperone genes
HDGF;XBP1(S) activates chaperone genes
GSK3A;XBP1(S) activates chaperone genes
DDX11;XBP1(S) activates chaperone genes
WFS1;XBP1(S) activates chaperone genes
SULT1A3;XBP1(S) activates chaperone genes
WIPI1;XBP1(S) activates chaperone genes
PPP2R5B;XBP1(S) activates chaperone genes
SERP1;XBP1(S) activates chaperone genes
MYDGF;XBP1(S) activates chaperone genes
SSR1;XBP1(S) activates chaperone genes
EDEM1;XBP1(S) activates chaperone genes
GOSR2;XBP1(S) activates chaperone genes
GFPT1;XBP1(S) activates chaperone genes
CXXC1;XBP1(S) activates chaperone genes
DNAJC3;XBP1(S) activates chaperone genes
DCTN1;XBP1(S) activates chaperone genes
TATDN2;XBP1(S) activates chaperone genes
EXTL1;XBP1(S) activates chaperone genes
PREB;XBP1(S) activates chaperone genes
EXTL3;XBP1(S) activates chaperone genes
SYVN1;XBP1(S) activates chaperone genes
DNAJB11;XBP1(S) activates chaperone genes
SRPRA;XBP1(S) activates chaperone genes
TPP1;XBP1(S) activates chaperone genes
TLN1;XBP1(S) activates chaperone genes
YIF1A;XBP1(S) activates chaperone genes
ADD1;XBP1(S) activates chaperone genes
HSP90B1;ATF6 (ATF6-alpha) activates chaperone genes
CALR;ATF6 (ATF6-alpha) activates chaperone genes
HSPA5;ATF6 (ATF6-alpha) activates chaperone genes
ATF5;Response of EIF2AK1 (HRI) to heme deficiency
PPP1R15A;Response of EIF2AK1 (HRI) to heme deficiency
CHAC1;Response of EIF2AK1 (HRI) to heme deficiency
ATF3;Response of EIF2AK1 (HRI) to heme deficiency
CEBPB;Response of EIF2AK1 (HRI) to heme deficiency
GRB10;Response of EIF2AK1 (HRI) to heme deficiency
MT1E;Metallothioneins bind metals
MT1A;Metallothioneins bind metals
MT1X;Metallothioneins bind metals
MT3;Metallothioneins bind metals
MT1B;Metallothioneins bind metals
MT2A;Metallothioneins bind metals
MT1F;Metallothioneins bind metals
MT1M;Metallothioneins bind metals
MT1G;Metallothioneins bind metals
MT1H;Metallothioneins bind metals
MT4;Metallothioneins bind metals
CSRP1;MTF1 activates gene expression
SNCB;MTF1 activates gene expression
BRWD1;Interleukin-7 signaling
BRWD1;Chromatin modifying enzymes
SMARCA4;Interleukin-7 signaling
SMARCA4;Chromatin modifying enzymes
KMT2A;Formation of WDR5-containing histone-modifying complexes
DPY30;Formation of WDR5-containing histone-modifying complexes
WDR5;Formation of WDR5-containing histone-modifying complexes
RBBP5;Formation of WDR5-containing histone-modifying complexes
ASH2L;Formation of WDR5-containing histone-modifying complexes
SETD1A;Formation of WDR5-containing histone-modifying complexes
SETD1B;Formation of WDR5-containing histone-modifying complexes
KMT2B;Formation of WDR5-containing histone-modifying complexes
KMT2C;Formation of WDR5-containing histone-modifying complexes
KMT2D;Formation of WDR5-containing histone-modifying complexes
H4C1;PKMTs methylate histone lysines
ATF7IP;PKMTs methylate histone lysines
SETDB1;PKMTs methylate histone lysines
H4C1;HDMs demethylate histones
DNMT3A;RMTs methylate histone arginines
H4C1;RMTs methylate histone arginines
COPRS;RMTs methylate histone arginines
WDR5;RMTs methylate histone arginines
PRMT5;RMTs methylate histone arginines
RPS2;Protein methylation
RPS2;RMTs methylate histone arginines
RBBP7;RMTs methylate histone arginines
WDR77;RMTs methylate histone arginines
KAT14;Formation of WDR5-containing histone-modifying complexes
DR1;Formation of WDR5-containing histone-modifying complexes
ZZZ3;Formation of WDR5-containing histone-modifying complexes
TADA2A;Formation of WDR5-containing histone-modifying complexes
KAT2B;Formation of WDR5-containing histone-modifying complexes
YEATS2;Formation of WDR5-containing histone-modifying complexes
MBIP;Formation of WDR5-containing histone-modifying complexes
TADA3;Formation of WDR5-containing histone-modifying complexes
SGF29;Formation of WDR5-containing histone-modifying complexes
KAT2A;Formation of WDR5-containing histone-modifying complexes
H4C1;HATs acetylate histones,Histone acetyltransferases acetylate histones
KAT6A;HATs acetylate histones,Histone acetyltransferases acetylate histones
NCOA2;HATs acetylate histones,Histone acetyltransferases acetylate histones
NCOA1;HATs acetylate histones,Histone acetyltransferases acetylate histones
PAX3;HATs acetylate histones,Histone acetyltransferases acetylate histones
CRY1;Circadian Clock
PER1;Circadian Clock
CRY2;Circadian Clock
PER2;Circadian Clock
SREBF1;RORA activates gene expression
EP300;RORA activates gene expression
RORA;RORA activates gene expression
CPT1A;PPARA activates gene expression
CPT1A;RORA activates gene expression
BTRC;Circadian Clock
NR1D1;NR1D1 (REV-ERBA) represses gene expression
HDAC3;NR1D1 (REV-ERBA) represses gene expression
NCOR1;NR1D1 (REV-ERBA) represses gene expression
FBXL3;Circadian Clock
AVP;BMAL1:CLOCK,NPAS2 activates circadian gene expression
NAMPT;BMAL1:CLOCK,NPAS2 activates circadian gene expression
KLF15;BMAL1:CLOCK,NPAS2 activates circadian gene expression
BHLHE41;BMAL1:CLOCK,NPAS2 activates circadian gene expression
NOCT;BMAL1:CLOCK,NPAS2 activates circadian gene expression
BHLHE40;BMAL1:CLOCK,NPAS2 activates circadian gene expression
F7;BMAL1:CLOCK,NPAS2 activates circadian gene expression
SERPINE1;BMAL1:CLOCK,NPAS2 activates circadian gene expression
DBP;BMAL1:CLOCK,NPAS2 activates circadian gene expression
NCOR1;Activation of anterior HOX genes in hindbrain development during early embryogenesis
